,questionnaire_id,global_id,Edad,Profesion,Estudios,Calor1,Telequinesis1,Magnetismo1,Cosmica1,Cuantica1,Presion1,Aura1,Electricidad1,Poderes1,NoLoSe1,Calor1_Escala,Telequinesis1_Escala,Magnetismo1_Escala,Cosmica1_Escala,Cuantica1_Escala,Presion1_Escala,Aura1_Escala,Electricidad1_Escala,Poderes1_Escala,NoLoSe1_Escala,Comentario,RelevanciaMano,Calor2,Telequinesis2,Magnetismo2,Cosmica2,Cuantica2,Presion2,Aura2,Electricidad2,Poderes2,NoLoSe2,Calor2_Escala,Telequinesis2_Escala,Magnetismo2_Escala,Cosmica2_Escala,Cuantica2_Escala,Presion2_Escala,Aura2_Escala,Electricidad2_Escala,Poderes2_Escala,NoLoSe2_Escala,HayTruco?,Bailar,Cocinar,Matematica,TV,Construir,Oficina,Tarot,Leer,Religion,Reparar,Programar,Correr,Acertijos,Astrologia,Deportes,Debatir,Magia,Electronica,Origen
1,['53512'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,4,7,7,7,7,1,7,7,7,4,0,1,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,6,7,7,7,7,2,7,7,7,4,Si,3,3,2,3,1,0,NS/NC,2,0,3,2,3,2,0,1,2,1,3,data_Dia2
2,['30608'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,5,7,5,6,5,2,7,5,7,6,0,4,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,5,7,5,6,5,1,7,5,7,6,NoSe,2,3,1,2,2,2,1,3,1,3,2,3,1,1,3,3,1,2,data_Dia2
3,['55270'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,2,7,7,7,7,2,7,7,7,4,1,8,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,2,7,7,7,7,2,7,7,7,4,NoSe,3,3,3,3,3,1,0,4,0,3,3,3,3,0,2,3,2,2,data_Dia2
4,['60583'],1003,18-24,Mate/Comp/Sist,Secundaria,NS/NC,NS/NC,Podria,Podria,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,0,0,5,5,0,0,0,3,0,0,1,7,NS/NC,Podria,Podria,Es,NS/NC,NS/NC,Es,Podria,Es,NS/NC,0,4,4,2,0,0,2,4,2,0,Si,4,3,3,4,3,2,2,3,1,3,3,3,3,3,3,3,3,4,data_Dia2
5,['34109'],1003,25-40,Null,Universidad,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,Podria,NS/NC,Es,5,7,2,7,6,6,7,4,7,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,7,7,6,7,7,1,7,6,7,0,Si,2,2,3,3,1,2,0,3,0,3,3,2,Null,0,2,3,3,3,data_Dia2
6,['59337'],1003,13-17,Mate/Comp/Sist,Secundaria,Es,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,4,4,4,7,4,2,7,4,7,7,0,10,Es,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,4,4,4,7,5,3,7,5,7,7,NoSe,3,3,4,4,4,1,4,3,2,4,3,4,3,3,3,3,4,4,data_Dia2
7,['48983'],1003,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2
8,['17192'],1003,25-40,Fisica/CsAt/Ocea,Universidad,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2
9,['62179'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Es,0,0,1,0,0,2,0,0,0,0,0,7,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,No,3,3,3,3,4,0,2,3,1,4,3,2,4,1,3,4,Null,3,data_Dia2
10,['20372'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,5,7,2,7,7,7,7,3,7,1,0,9,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,Si,3,3,4,3,2,0,Null,3,Null,3,3,3,2,1,3,3,4,3,data_Dia2
11,['36377'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,NS/NC,NS/NC,Es,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,0,0,3,0,0,5,0,0,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,No,3,3,3,3,3,2,1,3,1,3,3,3,3,1,4,3,1,3,data_Dia2
12,['36825'],1003,25-40,Null,Null,Podria,NS/NC,NS/NC,Podria,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,4,7,7,7,4,7,7,7,7,2,0,7,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2
13,['43942'],1003,25-40,Fisica/CsAt/Ocea,Universidad,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,5,1,7,7,7,7,7,1,0,1,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,5,1,7,7,7,7,7,No,4,4,3,4,4,2,0,3,0,4,2,4,4,2,3,2,3,4,data_Dia2
14,['57072'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Podria,1,7,4,7,6,4,7,5,7,1,0,4,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,7,7,7,7,7,7,7,7,7,0,Si,4,4,4,4,3,0,1,4,1,2,3,2,4,1,4,3,2,3,data_Dia2
15,['42599'],1003,25-40,Fisica/CsAt/Ocea,Universidad,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,Es,NS/NC,NS/NC,0,0,2,0,0,2,0,1,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,NoSe,2,3,3,3,3,3,1,3,1,2,2,2,2,1,2,2,2,3,data_Dia2
16,['50654'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,6,7,5,1,7,5,7,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,6,7,7,1,7,5,7,0,No,1,2,4,2,3,1,Null,3,1,3,3,3,3,1,4,2,1,3,data_Dia2
17,['29655'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,3,0,0,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,2,0,0,0,0,NoSe,NS/NC,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,3,NS/NC,NS/NC,4,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia2
18,['31687'],1003,>40,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,4,7,7,6,6,7,7,7,7,7,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,0,NS/NC,4,3,3,4,4,1,1,NS/NC,1,4,2,NS/NC,4,0,4,3,3,4,data_Dia2
19,['46943'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,6,7,7,7,7,1,7,7,7,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,No,2,3,3,3,4,Null,0,3,0,4,3,3,3,0,4,2,3,3,data_Dia2
20,['19057'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,5,7,1,7,3,3,7,4,7,4,0,3,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,7,7,1,7,4,7,7,4,7,1,NoSe,4,2,3,4,2,3,2,4,0,2,3,1,4,2,3,3,4,2,data_Dia2
21,['55954'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,7,7,3,6,6,7,7,3,1,4,0,5,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Es,7,7,3,7,6,7,7,3,7,4,NoSe,2,4,3,3,3,0,1,2,1,3,2,1,0,0,2,2,2,3,data_Dia2
0,['32929'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,5,7,3,7,7,1,7,5,7,5,0,2,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Es,6,7,5,7,7,5,7,6,7,2,NoSe,1,0,2,3,2,0,0,3,0,1,3,2,1,0,2,2,2,2,data_Dia3SinTocar
1,['36405'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,Podria,4,7,4,7,5,7,7,0,7,1,0,1,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,4,0,0,7,0,4,7,1,No,4,0,NS/NC,4,3,0,0,4,0,4,4,4,4,0,4,4,4,4,data_Dia3SinTocar
2,['46633'],1003,25-40,Fisica/CsAt/Ocea,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,7,7,1,7,7,4,7,7,7,5,0,10,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,4,7,7,1,7,7,7,7,Si,4,3,3,4,2,1,0,3,0,0,3,2,2,0,NS/NC,1,3,0,data_Dia3SinTocar
3,['35111'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Es,5,7,7,7,7,4,7,7,7,2,0,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,2,7,7,7,4,Si,2,2,3,3,4,2,0,2,1,4,4,3,3,0,4,3,3,4,data_Dia3SinTocar
4,['16286'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia3SinTocar
5,['26630'],1003,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia3SinTocar
6,['41690'],1003,25-40,Ingenieria (no sist),Posgrado,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,0,7,7,7,7,0,1,Podria,Podria,Podria,Podria,Podria,Es,Podria,Podria,Podria,Podria,7,7,7,7,7,0,7,7,7,7,No,3,3,3,3,3,2,0,3,0,3,4,3,4,0,3,4,3,3,data_Dia3SinTocar
7,['59641'],1003,25-40,Null,Universidad,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,3,7,7,2,7,2,7,0,0,1,NS/NC,NS/NC,Es,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,7,7,1,7,7,2,7,7,7,7,Si,3,4,3,3,3,2,0,3,0,4,3,3,3,0,3,3,1,4,data_Dia3SinTocar
8,['16190'],1003,>40,Fisica/CsAt/Ocea,Posgrado,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,No,3,3,2,3,3,1,1,3,1,3,3,3,3,1,3,3,3,3,data_Dia3SinTocar
9,['46211'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,Null,2,3,4,1,3,2,1,4,1,4,3,3,3,1,4,3,3,3,data_Dia3SinTocar
10,['35358'],1003,25-40,Fisica/CsAt/Ocea,Posgrado,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,No,3,3,4,4,3,4,0,4,2,2,4,3,2,0,2,3,4,3,data_Dia3SinTocar
11,['56026'],1003,25-40,Bio/Qui/Geo/Pale,Posgrado,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,1,0,0,0,0,0,0,0,0,9,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NoSe,1,3,3,3,3,2,1,4,2,3,2,4,3,2,4,3,2,2,data_Dia3SinTocar
12,['63885'],1003,25-40,Sociales,Universidad,Es,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,1,6,2,1,4,5,7,3,7,0,0,2,NS/NC,NS/NC,NS/NC,Es,NS/NC,Podria,NS/NC,Podria,NS/NC,NS/NC,1,3,4,6,3,2,5,1,7,7,Si,3,4,0,4,1,1,3,4,2,1,0,3,Null,3,3,4,3,0,data_Dia3SinTocar
13,['42642'],1003,18-24,Mate/Comp/Sist,Univ en curso,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,0,7,2,4,4,6,6,3,7,0,0,5,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,5,7,3,5,4,7,5,6,7,0,NoSe,3,2,4,4,2,1,1,3,2,2,Null,2,3,1,2,3,3,1,data_Dia3SinTocar
14,['25010'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Null,NS/NC,NS/NC,5,7,2,7,7,4,5,1,7,4,0,5,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Podria,Null,NS/NC,NS/NC,7,7,2,7,7,7,6,2,3,4,Si,2,3,4,3,2,1,0,3,0,3,1,2,4,2,3,3,1,2,data_Dia3SinTocar
15,['22408'],1003,18-24,Profesorado Naturales,Null,Podria,NS/NC,Podria,NS/NC,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,3,7,2,5,5,2,4,4,7,7,0,7,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,4,2,2,3,2,3,1,3,7,7,No,4,2,4,2,1,0,0,2,2,1,1,3,3,0,4,3,3,0,data_Dia3SinTocar
16,['42846'],1003,13-17,Fisica/CsAt/Ocea,Univ en curso,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,1,7,4,7,7,2,7,2,7,7,0,8,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,2,7,7,7,7,1,7,4,7,7,No,2,4,4,3,2,0,0,3,2,2,3,3,2,0,4,3,3,3,data_Dia3SinTocar
17,['51397'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,3,7,3,7,6,3,7,2,7,1,0,7,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,7,1,7,7,7,7,Si,3,3,4,4,3,2,1,4,0,3,2,2,4,0,2,3,3,2,data_Dia3SinTocar
18,['51171'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,Podria,NS/NC,NS/NC,5,0,0,0,0,3,0,5,0,0,0,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,1,0,0,0,0,Si,3,4,4,4,4,0,0,4,0,4,4,3,2,0,1,4,2,4,data_Dia3SinTocar
19,['20699'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,0,0,0,0,0,0,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_Dia3SinTocar
20,['23546'],1003,25-40,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,5,7,4,7,7,5,7,6,7,0,0,5,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,7,7,7,7,0,4,7,7,7,7,NoSe,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,3,2,3,data_Dia3SinTocar
0,['29608'],1003,25-40,Sociales,Posgrado,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,7,7,2,7,7,7,7,6,7,7,0,10,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,1,7,7,7,7,Si,3,4,0,2,3,1,0,4,0,3,1,2,3,0,3,4,3,1,data_MarchaCyT
1,['30843'],1003,25-40,Bio/Qui/Geo/Pale,Universidad,NS/NC,NS/NC,Es,NS/NC,NS/NC,Podria,Podria,NS/NC,NS/NC,NS/NC,3,7,1,5,5,3,7,2,7,1,0,8,Podria,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,3,7,3,7,5,1,7,3,7,1,No,4,4,3,3,4,0,1,4,2,3,0,1,4,2,4,4,3,2,data_MarchaCyT
2,['44863'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,5,7,5,7,4,3,7,5,7,3,0,5,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Es,5,7,5,7,5,4,7,5,7,3,Si,1,2,4,3,2,1,0,NS/NC,4,1,2,2,3,Null,2,3,1,1,data_MarchaCyT
3,['57904'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,5,7,4,6,6,1,7,5,7,1,0,1,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,Podria,7,7,7,7,7,1,7,7,7,3,No,3,4,3,3,3,1,1,3,1,3,1,3,3,1,3,4,2,2,data_MarchaCyT
4,['45456'],1003,18-24,Fisica/CsAt/Ocea,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Podria,4,7,2,7,3,2,7,2,7,7,0,3,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,6,7,7,7,7,1,7,7,7,0,Si,2,3,3,3,2,2,NS/NC,3,1,2,3,3,3,1,3,3,3,3,data_MarchaCyT
5,['16905'],1003,18-24,Bio/Qui/Geo/Pale,Univ en curso,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,3,5,4,3,7,4,7,0,0,5,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,7,7,5,7,7,5,7,7,1,0,Si,2,4,2,3,3,0,0,3,0,4,2,2,3,0,4,2,0,3,data_MarchaCyT
6,['48503'],1003,25-40,Fisica/CsAt/Ocea,Universidad,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Es,6,7,4,7,7,7,7,1,7,1,1,8,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Es,6,7,3,7,7,7,7,7,7,1,Si,3,3,4,4,2,0,1,3,1,3,2,3,4,0,4,4,4,3,data_MarchaCyT
7,['17837'],1003,25-40,Mate/Comp/Sist,Terciario,Podria,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,7,1,7,3,5,7,3,7,0,0,5,NS/NC,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,3,7,1,7,0,5,7,5,7,0,No,3,4,4,3,3,0,0,3,0,1,2,2,3,0,2,3,3,2,data_MarchaCyT
8,['17871'],1003,25-40,Profesorado Naturales,Posgrado,Podria,NS/NC,Null,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,NS/NC,4,7,3,7,5,7,7,3,6,1,0,4,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,Podria,NS/NC,Podria,7,7,5,7,5,7,7,5,6,0,Si,4,3,3,3,2,2,0,4,1,3,2,3,4,0,3,4,4,2,data_MarchaCyT
9,['50225'],1003,>40,Bio/Qui/Geo/Pale,Primaria,NS/NC,NS/NC,Es,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,Podria,0,0,1,0,4,0,0,0,0,0,0,10,NS/NC,NS/NC,Es,NS/NC,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,0,0,1,0,4,0,0,0,0,0,No,NS/NC,4,NS/NC,4,4,NS/NC,NS/NC,3,3,3,3,NS/NC,3,NS/NC,NS/NC,3,NS/NC,3,data_MarchaCyT
10,['16567'],1003,25-40,Sociales,Universidad,Es,NS/NC,Podria,NS/NC,NS/NC,Podria,NS/NC,NS/NC,NS/NC,Podria,4,7,5,7,7,7,7,7,7,5,0,10,Podria,NS/NC,Podria,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,4,7,4,7,7,1,7,7,7,7,NoSe,4,4,1,Null,0,0,2,4,0,1,1,3,2,2,2,4,3,2,data_MarchaCyT
11,['62826'],1003,25-40,Sociales,Universidad,Podria,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,Es,NS/NC,NS/NC,5,7,6,7,7,6,7,4,7,0,0,4,NS/NC,NS/NC,Es,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,7,7,1,7,7,7,7,7,7,7,NS/NC,3,4,3,1,1,0,NS/NC,0,0,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,NS/NC,data_MarchaCyT
